id_bien,no_voie,btq,type_voie,voie,type_local,surface_reelle_bati,nb_pieces_principales,surface_terrain,id_codedep_codecommune
5055,53,,ALL,DES PRUNUS,Appartement,166,5,,01354
5056,132,,ALL,DES HETRES,Appartement,133,4,,01354
5057,6,,RUE,ANDRE HONNORAT,Appartement,60,3,,04019
5058,25,,AV,FRANCOIS CUZIN,Appartement,51,2,,04070
5059,24,,LOT,LOTISSEMENT DU BERARD,Appartement,52,3,,04086
5060,6374,,,RAVEL,Appartement,46,2,,05070
5061,940,,CHE,DE RABIAC ESTAGNOL,Appartement,24,1,,06004
5062,10,,RUE,SAINT ANTOINE,Appartement,41,2,,06004
5063,84,,RUE,DU BON AIR,Appartement,59,3,,06004
5064,3,,IMP,MONTEE DES ALPES,Appartement,27,1,,06012
5065,1778,A,CHE,DE ST JULIEN,Maison,99,4,,06018
5066,8,,CRS,COURS DU ONZE NOVEMBRE,Appartement,48,2,,06027
5067,158,,CHE,GARIBONDY,Appartement,17,1,,06030
5068,604,,AV,GEORGES POMPIDOU,Appartement,29,1,,06030
5069,178,A,RUE,SAINT SAUVEUR,Appartement,83,4,,06030
5070,175,,BD,DE LA MADELEINE,Appartement,62,3,,06088
5071,77,,AV,SAINT AUGUSTIN,Appartement,20,1,,06088
5072,25,,AV,VAN LOO,Appartement,26,1,,06138
5073,87,,RUE,LA FONTAINE,Appartement,13,1,,10362
5074,18,,RUE,DU COLONEL DRIANT,Appartement,94,3,,10387
5075,7,T,RUE,DES HAUTS TREVOIS,Appartement,66,3,,10387
5076,32,,RUE,DU BEAUPRE,Appartement,15,1,,11170
5077,83,,BD,DU REDON,Appartement,120,5,,13209
5078,16,,RUE,GASTON BERGER,Appartement,39,2,,13210
5079,8,,BD,DEBORD,Appartement,65,3,,13212
5080,17,,BD,JEAN DUPLESSIS,Appartement,26,1,,13214
5081,23,,TRA,PICASSO,Maison,38,3,,13216
5082,9061,,RTE,DE HONFLEUR,Appartement,24,1,,14715
5083,12,,RUE,POINCARE,Appartement,38,2,,14754
5084,390,B,AV,DE NAVARRE,Appartement,36,2,,16015
5085,44,,AV,GEORGES COULON,Appartement,26,1,,17333
5086,5,,RUE,DU DOCTEUR MONJARRET,Appartement,25,2,,22162
5087,19,,RUE,DES COTIERES,Appartement,40,2,,22172
5088,52,,RUE,CHARLES DE GAULLE,Appartement,125,4,,25527
5089,22,,RUE,BARNAVE PROLONGEE,Appartement,66,3,,26362
5090,37,,RUE,PARISIS,Appartement,42,2,,28134
5091,10,,PL,DU MUSEE,Appartement,57,2,,28134
5092,26,,RUE,DE LA SABLONNIERE,Appartement,67,4,,28134
5093,7,,RUE,D OUESSANT,Appartement,72,4,,29019
5094,4,,RUE,D AIGUILLON,Appartement,67,3,,29151
5095,60,,CRS,NAPOLEON,Appartement,80,3,,2A004
5096,511,,AV,JEAN JAURES,Appartement,36,2,,30133
5097,6,,PL,DE L HOTEL DE VILLE,Appartement,59,2,,30189
5098,5407,,,MAS DU FESC,Appartement,63,3,,30231
5099,27,,PL,AUX HERBES,Appartement,36,1,,30334
5100,12,,CHE,DE CHASTEL,Appartement,70,3,,31163
5101,3,,CHE,GLEYSES,Appartement,81,4,,31254
5102,70,,RUE,ST ROCH,Appartement,37,2,,31555
5103,135,,AV,DE LESPINET,Appartement,37,2,,31555
5104,4,,RUE,DE L EPERVIER,Appartement,42,2,,31561
5105,3,,PL,ALEXANDER FLEMING,Maison,55,2,,33009
5106,15,,RUE,JEHENNE,Appartement,40,2,,33009
5107,33,,RUE,DES MENUTS,Appartement,50,2,,33063
5108,9,,RUE,MARCELIN,Appartement,26,1,,33063
5109,5,,RUE,LEOPOLD LAPLANTE,Maison,65,3,,33075
5110,94,,ALL,RENE CASSIN,Maison,82,4,,33422
5111,4,,BD,CHARCOT,Appartement,50,3,,33514
5112,232,,RUE,DE SUZON,Appartement,68,4,,33522
5113,9,,RUE,AIMEE ANTOINETTE CAMUS,Maison,80,4,,33550
5114,9001,,RES,LES GEMEAUX,Appartement,18,1,,34023
5115,9001,,RES,LE COLBERT,Appartement,39,2,,34023
5116,10,,CHE,DE LA BELLE BOUCHE,Maison,36,2,,34150
5117,727,,RUE,JACQUES BOUNIN,Appartement,61,3,,34172
5118,10,,RUE,DES CORBIERES,Appartement,43,3,,35093
5119,35,,IMP,DE LA POSTE,Appartement,83,3,,35287
5120,111,,RUE,SAINT FRANCOIS,Appartement,74,5,,37195
5121,22,,RUE,NICOLAS CHORIER,Appartement,40,2,,38185
5122,183,,CHE,GARDE ROLLAND,Appartement,27,1,,38186
5123,203,,AV,DE L ETENDARD,Appartement,28,1,,38191
5124,161,,RUE,DE LA FRANQUETTE,Appartement,68,3,,38400
5125,32,,RTE,DES COMBES,Appartement,59,3,,38527
5126,18,B,CRS,SENOZAN,Appartement,100,4,,38563
5127,165,,RUE,DE LA REPUBLIQUE,Appartement,33,1,,39368
5128,1998,,RTE,DE LESPECIER,Maison,60,3,,40043
5129,46,,PL,LILY,Appartement,83,4,,40046
5130,4,,PL,RAKHAM LE ROUGE,Appartement,22,2,,40065
5131,5,,RUE,D OLD ORCHARD,Maison,25,2,,40184
5132,77,,CHE,DE PIP,Appartement,42,2,,40209
5133,7,,RES,EL MARIANT,Appartement,41,2,,40328
5134,23,,RUE,GAL DE GAULLE,Appartement,41,2,,42207
5135,37,,RUE,DES VERNES,Maison,100,4,,42323
5136,3,,RUE,JEAN BAPTISTE FABRE,Appartement,70,3,,43157
5137,24,,AV,D ARMORIQUE,Appartement,39,2,,44055
5138,16,,AV,DE LA LAMBARDE,Appartement,34,2,,44055
5139,8,,ALL,D ORLEANS,Appartement,52,2,,44109
5140,17,,RUE,DOBREE,Appartement,67,3,,44109
5141,18,,RUE,FRANKLIN,Appartement,64,3,,44109
5142,8,,RUE,LOUIS GUILLOUX,Appartement,51,2,,44109
5143,2,,AV,BARBARA,Appartement,33,2,,44210
5144,2,T,RUE,DU COSSON,Maison,48,2,,45146
5145,110,,BD,DE LAMBALLE,Appartement,77,4,,45147
5146,7,,RUE,DE LA PILONNE,Appartement,30,2,,45191
5147,2,,PL,VOLTAIRE,Appartement,44,2,,45234
5148,88,,RUE,LAREVELLIERE,Appartement,60,2,,49007
5149,19,,RUE,AUDUSSON,Appartement,31,1,,49007
5150,3,,RUE,PIERRE BROSSOLETTE,Appartement,84,4,,49007
5151,66,,RUE,EUGENIE MANSION,Appartement,41,2,,49007
5152,33,,BD,DES ECREHOUS,Appartement,40,3,,50031
5153,31,,RUE,DU FBG SAINT ANTOINE,Appartement,64,3,,51108
5154,81,,RUE,JEAN JACQUES ROUSSEAU,Appartement,30,2,,51108
5155,1,,RES,LE CORBUSIER,Appartement,66,3,,54099
5156,104,,AV,FOCH,Appartement,92,4,,54184
5157,101,B,RUE,DE NANCY,Appartement,119,5,,54215
5158,23,,RUE,DE LA LOIRE,Appartement,75,3,,54254
5159,16,,RUE,DE L ORME,Appartement,71,3,,54339
5160,6,,RUE,JEANNE D ARC,Appartement,93,4,,56098
5161,2,,RUE,DE SAINT MICHEL,Appartement,27,1,,56178
5162,12,,PROM,HENRI FRANCOIS BUFFET,Appartement,26,1,,56181
5163,21,,PL,HOCHE,Appartement,63,2,,56186
5164,39,,RUE,DU BOURG,Appartement,85,3,,59196
5165,18,,RUE,VICTOR DURUY,Appartement,31,1,,59350
5166,71,,AV,DU PRESIDENT KENNEDY,Appartement,43,2,,59350
5167,111,,RUE,FAIDHERBE,Appartement,80,4,,59368
5168,18,,RUE,LINDBERGH,Appartement,53,2,,59648
5169,173,,RUE,PASTEUR,Appartement,133,4,,60067
5170,12,,RUE,DE LA BOULOIRE,Appartement,35,2,,60156
5171,12,,RUE,DE LA BOULOIRE,Appartement,45,2,,60156
5172,12,,RUE,DE LA BOULOIRE,Appartement,33,1,,60156
5173,11,,RUE,ALEXANDRE DUMAS,Appartement,47,2,,60667
5174,30,,RUE,MATHURIN DU RY,Appartement,84,4,,60670
5175,4,,RUE,DES ROCHERS,Appartement,85,4,,65286
5176,10,,RUE,DU COMMERCE,Appartement,27,2,,66049
5177,34,,RUE,DE LA REPUBLIQUE,Appartement,60,3,,69068
5178,24,,RUE,DE LA DAMETTE,Appartement,95,3,,69100
5179,273,,AV,JEAN JAURES,Appartement,58,3,,69275
5180,19,,RUE,RIVET,Appartement,53,2,,69381
5181,4,,PL,SATHONAY,Appartement,16,1,,69381
5182,73,B,AV,LACASSAGNE,Appartement,86,4,,69383
5183,19,,RUE,PHILIPPE DE LASSALLE,Appartement,65,3,,69384
5184,13,,RUE,ROQUETTE,Appartement,19,1,,69389
5185,4,,RUE,AMBROISE PARE,Appartement,62,3,,71076
5186,8,,PAS,DE LA CHESNAIE,Appartement,90,5,,72003
5187,5819,,RES,L'AQUILA,Appartement,69,3,,73304
5188,11,,BD,DE LA ROCADE,Appartement,77,3,,74010
5189,5012,H,,FLAINE,Appartement,34,2,,74014
5190,5620,,,FLAINE,Appartement,52,3,,74014
5191,522,,RUE,DE LA POINTE DE LA LANCHE,Appartement,47,1,,74081
5192,106,,CHE,DE LA CORDICE,Maison,107,5,,74104
5193,3507,,RTE,DU COL DE MERDASSIER,Appartement,23,2,,74160
5194,51,,CHE,DE LA POTTAZ,Appartement,46,2,,74224
5195,658,,,PLATEAU DES SAIX,Appartement,18,1,,74258
5196,59,,RUE,AU MAIRE,Appartement,39,2,,75103
5197,139,,RUE,DU TEMPLE,Appartement,32,2,,75103
5198,11,,RUE,DE PICARDIE,Appartement,33,2,,75103
5199,4,,RUE,AUBRIOT,Appartement,130,4,,75104
5200,28,,RUE,DES FOSSES ST BERNARD,Appartement,26,2,,75105
5201,5,,RUE,DE LA CLEF,Appartement,25,1,,75105
5202,52,,RUE,MONSIEUR LE PRINCE,Appartement,45,2,,75106
5203,4,,RUE,RECAMIER,Appartement,80,4,,75107
5204,14,,RUE,DE MOSCOU,Appartement,138,4,,75108
5205,15,,RUE,DESARGUES,Appartement,11,1,,75111
5206,36,,RUE,KELLER,Appartement,60,3,,75111
5207,36,,RUE,NICOLAI,Appartement,30,2,,75112
5208,25,B,RUE,ERARD,Appartement,37,2,,75112
5209,4,,RUE,FERMAT,Appartement,54,2,,75114
5210,313,,RUE,LECOURBE,Appartement,53,2,,75115
5211,127,,RUE,SAINT CHARLES,Appartement,15,1,,75115
5212,8,,AV,EMILE ZOLA,Appartement,44,2,,75115
5213,22,,AV,EMILE ZOLA,Appartement,71,3,,75115
5214,11,,RUE,JEAN BOLOGNE,Appartement,81,3,,75116
5215,4,,RUE,FOURCROY,Appartement,52,3,,75117
5216,106,,RUE,LEGENDRE,Appartement,31,2,,75117
5217,1,,RUE,JACQUEMONT,Appartement,42,2,,75117
5218,65,,RUE,VAUVENARGUES,Appartement,82,4,,75118
5219,48,,RUE,DES TROIS FRERES,Appartement,12,1,,75118
5220,4,,RUE,BOINOD,Appartement,86,5,,75118
5221,142,,AV,JEAN JAURES,Appartement,82,4,,75119
5222,45,,RUE,DU PRE ST GERVAIS,Appartement,18,1,,75119
5223,98,,AV,SIMON BOLIVAR,Appartement,35,2,,75119
5224,80,,RUE,DE BELLEVILLE,Appartement,36,3,,75120
5225,100,,BD,DE CHARONNE,Appartement,40,2,,75120
5226,2,,RUE,DES BELLES FEMMES,Appartement,95,3,,76164
5227,21,,RUE,DES MAILLOTS,Appartement,42,2,,76217
5228,12,,PL,DES DEPORTES,Appartement,29,1,,77053
5229,2,B,RUE,MAURICE CREUSET,Appartement,19,1,,77067
5230,6,,RUE,SAINT PIERRE,Appartement,79,3,,77240
5231,5,,RUE,DES CLOCHES,Appartement,63,3,,77288
5232,6,,AV,DU MARECHAL GALLIENI,Appartement,52,3,,77350
5233,52,B,AV,DES FUSILLES,Appartement,18,1,,77479
5234,9,,PL,DE MEAUX,Appartement,56,3,,77514
5235,12,,AV,DES ROSSIGNOLS,Appartement,21,1,,77514
5236,79,,RUE,DES ECOLES,Appartement,38,2,,78123
5237,22,,AV,GAMBETTA,Appartement,35,1,,78146
5238,54,,RUE,HENRI PROU,Appartement,26,1,,78165
5239,3,,IMP,RAOUL DUFY,Appartement,81,4,,78208
5240,22,,RUE,DES EBISOIRES,Appartement,46,2,,78490
5241,6,,GR,GRANDE RUE,Maison,65,3,,78562
5242,6,,RUE,DE SATORY,Appartement,20,1,,78646
5243,5,,ALL,DU CHATEAU DE MIGNEAUX,Appartement,57,2,,78672
5244,4,,AV,LOUIS BLANC,Appartement,65,3,,80021
5245,22,,BD,GARIBALDI,Appartement,30,2,,80021
5246,15,,RUE,PHILIPPE DE COMMYNES,Appartement,127,5,,80021
5247,10,,AV,PRESIDENT KENNEDY,Appartement,18,1,,81004
5248,85,,RUE,D AURIASQUE,Appartement,75,4,,83061
5249,144,,,DOMERGUE,Maison,110,5,1153,83126
5250,195,,IMP,TURRI,Appartement,92,4,207,83137
5251,60,,AV,MARCEL CASTIE,Appartement,24,1,,83137
5252,77,,AV,DU CHAR VERDUN,Appartement,50,3,,83144
5253,2,,RUE,PAUL PUAUX,Appartement,48,2,,84081
5254,173,,AV,GEORGES BRAQUE,Appartement,56,3,,84129
5255,26,,RUE,DES PINS,Appartement,73,2,,85012
5256,4,,IMP,DU PIGEONNIER,Appartement,66,3,,85234
5257,3,,AV,DES OEILLETS,Appartement,35,2,,85234
5258,13,,RES,LE HAMEAU DU PERTHUIS,Maison,18,1,,85294
5259,1,B,RUE,GAMBETTA,Appartement,101,4,,88465
5260,7,,RUE,DU PERRAY,Appartement,64,3,,91044
5261,16,,CHE,DE LA CAVIGNON,Appartement,62,3,,91174
5262,46,,RUE,DES MONTCEAUX,Appartement,19,1,,91175
5263,1,,SQ,D ANTIN,Appartement,81,4,,91225
5264,23,,RUE,DE L'ORGE,Appartement,69,3,,91228
5265,6,,RUE,DE SEINE,Appartement,23,1,,91326
5266,4,,RUE,MICHEL VINCENT,Appartement,72,3,,91345
5267,63,,AV,ARISTIDE BRIAND,Appartement,28,2,,91432
5268,21,,,DOM DE LA BUTTE A LA REINE,Appartement,52,3,,91477
5269,180,,RUE,DE PARIS,Appartement,16,1,,91477
5270,12,,RUE,PIERRE GILLES DE GENNES,Appartement,76,4,,91477
5271,17,,RUE,DU PETIT CHATEAU,Appartement,20,1,,91525
5272,53,,RUE,GEORGES MELIES,Appartement,54,3,,91549
5273,286,,RTE,DE CORBEIL,Appartement,49,2,,91549
5274,1,,RUE,DE LA BENJAMINE,Appartement,65,3,,91657
5275,18,,RUE,CARNOT,Appartement,21,1,,91687
5276,6,,RUE,BOUGAINVILLE,Appartement,76,4,,91687
5277,9001,,RES,DU PARC DE BEAUREGARD,Appartement,78,4,,91691
5278,5,,RUE,DE L EGLISE,Appartement,67,3,,92004
5279,5,,RUE,EMILE ZOLA,Appartement,18,2,,92004
5280,82,,RUE,DU BAC,Appartement,38,2,,92004
5281,9,,RUE,BLAISE PASCAL,Appartement,85,4,,92007
5282,130,,RUE,D'AGUESSEAU,Appartement,32,2,,92012
5283,43,,AV,GAL LECLERC,Maison,22,1,,92012
5284,78,,RTE,DE LA REINE,Appartement,40,3,,92012
5285,98,,RUE,ESCUDIER,Appartement,58,3,,92012
5286,43,,AV,DE PARIS,Appartement,30,1,,92020
5287,4,,RUE,PIERRE BROSSOLETTE,Appartement,27,2,,92020
5288,4,,ALL,DE LA FORET,Appartement,26,1,,92022
5289,9,,AV,JEAN BAPTISTE CLEMENT,Appartement,69,2,,92023
5290,5,,BD,PIERRE DE COUBERTIN,Appartement,29,2,,92025
5291,5,,PROM,DES PINS,Appartement,66,3,,92026
5292,8,,AV,MARCEAU,Appartement,19,1,,92026
5293,8,,BD,DE LA REPUBLIQUE,Appartement,74,4,,92032
5294,32,,AV,DU BAS MEUDON,Appartement,25,2,,92040
5295,51,,AV,DU BAS MEUDON,Appartement,66,2,,92040
5296,6,,RUE,PIERRE BROSSOLETTE,Appartement,49,3,,92044
5297,9,B,RUE,LUCIEN FEUCHOT,Appartement,61,3,,92048
5298,9,,AV,MAL LECLERC,Appartement,56,3,,92048
5299,336,,AV,DE LA REPUBLIQUE,Appartement,77,4,,92050
5300,13,B,RUE,DE CHARTRES,Appartement,100,5,,92051
5301,135,,RUE,FTTE N PHILIBERT,Appartement,95,3,,92063
5302,232,,RUE,FTTE N PHILIBERT,Appartement,85,4,,92063
5303,19,,RUE,DU CALVAIRE,Appartement,21,1,,92064
5304,33,,RUE,ROGER SALENGRO,Appartement,80,4,,92073
5305,2,,AV,JEANNE D ARC,Appartement,24,1,,93005
5306,62,,RUE,DE ROSNY,Appartement,42,2,,93048
5307,7,,RUE,JACQUES COTTIN,Appartement,28,1,,93055
5308,34,,ALL,THIELLEMENT,Appartement,42,2,,93062
5309,15,,RUE,LUCIEN PIRON,Appartement,68,3,,93064
5310,35,,AV,DU CAPITAINE GLARNER,Appartement,22,1,,93070
5311,25,,RUE,DE SEINE,Appartement,32,1,,94002
5312,2,,MAIL,DE LA RESISTANCE,Appartement,70,4,,94011
5313,3,B,RUE,L'INSURRECTION PARISIENNE,Appartement,75,4,,94022
5314,6,,ALL,DES ACACIAS,Appartement,63,4,,94028
5315,29,,RUE,DENIS PAPIN,Appartement,23,1,,94033
5316,17,,RUE,LAFOUGE,Appartement,18,1,,94037
5317,78,,RUE,GABRIEL PERI,Appartement,90,4,,94038
5318,66,,BD,PAUL VAILLANT COUTURIER,Appartement,55,4,,94041
5319,72,B,AV,LEDRU ROLLIN,Appartement,51,3,,94058
5320,158,,AV,DU GENERAL LECLERC,Appartement,33,3,,94068
5321,112,,AV,DU BAC,Appartement,59,3,,94068
5322,4,,RTE,DE BRY,Appartement,35,2,,94079
5323,5,,RUE,DES SABOTIERS,Appartement,63,3,,94080
5324,30,,RUE,FAYS,Appartement,116,4,,94080
5325,15,,RUE,DES VIGNERONS,Appartement,20,1,,94080
5326,6,,RUE,DU PARC,Appartement,59,3,,95252
5327,16,B,RUE,ARISTIDE BRIAND,Appartement,60,3,,95424
5328,9,,AV,DU GENERAL DE GAULLE,Appartement,83,5,,95572
5329,8,,BD,DUCHER,Appartement,65,3,,95572
5330,112,,RUE,DE PARIS,Appartement,19,1,,95607
5331,5,,RUE,VICTOR HUGO,Appartement,41,2,,95607
5332,15,,RUE,DE PARIS,Appartement,50,2,,95612
5333,4,,RES,CENTAURE,Appartement,60,3,,973304
5334,6,,RUE,PHILIBERT,Appartement,15,1,,974411
5335,369,,AV,CHARLES DE GAULLE,Appartement,52,2,,01202
5336,77,B,RUE,DU COMMERCE,Appartement,43,2,,01357
5337,312,,RUE,DES TERRASSES,Maison,120,5,,01419
5338,39,,BD,VICTOR HUGO,Appartement,23,1,,04070
5339,7023,,,GRANDE MONTAGNE,Appartement,29,2,,04203
5340,741,,CHE,MOYENNES BREGUIERES,Appartement,85,4,,06004
5341,2,,BRTL,DU CENTRE,Appartement,27,1,,06012
5342,32,,RUE,ST SEBASTIEN,Appartement,27,2,,06018
5343,27,B,BD,DE LA FERRAGE,Appartement,47,1,,06029
5344,5,,RUE,PHILIBERT DELORME,Appartement,63,2,,06029
5345,56,,AV,DU TROIS SEPTEMBRE,Appartement,70,2,,06032
5346,5024,,,VILLAGE,Appartement,27,1,,06071
5347,40,,BD,VICTOR HUGO,Appartement,130,5,,06088
5348,31,,RUE,GIOFFREDO,Appartement,75,3,,06088
5349,21,,RUE,DABRAY,Appartement,55,2,,06088
5350,3,,BD,DE LA MADELEINE,Appartement,35,1,,06088
5351,23,,RTE,DU   LAGAS,Appartement,47,2,,06094
5352,341,Z,AV,DES FILAGNES,Appartement,75,3,,06123
5353,251,,MTE,DU MOULIN,Maison,81,4,,06123
5354,12,,RUE,PLACE VIEILLE,Appartement,31,2,,06157
5355,61,,AV,JEAN JAURES,Appartement,96,5,,07010
5356,987,,AV,DE LA REPUBLIQUE,Appartement,57,3,,07102
5357,8,,RUE,JULES TURQUAIS,Appartement,75,3,,08090
5358,17,,RUE,DE LA FAUSSE PORTE,Appartement,10,0,,08190
5359,14,,RUE,JULES DIDIER,Appartement,45,2,,10333
5360,138,,AV,GEN LECLERC,Appartement,72,3,,10362
5361,3,,RUE,SOUMET,Appartement,70,3,,11076
5362,39,,RES,LES MAISONS DE LA PLAGE,Maison,28,2,,11202
5363,10,,QUAI,D'ALSACE,Appartement,29,1,,11262
5364,28,,RUE,DES REMPARTS,Appartement,39,2,,11281
5365,35,,RUE,GRANDE,Appartement,40,2,,13007
5366,150,,AV,DE LA LIONNE,Appartement,61,3,,13028
5367,210,,CHEM,DU COULET,Maison,73,3,,13101
5368,40,,RUE,PIERRE ALBRAND,Appartement,51,2,,13202
5369,14,,VC,SQ  NATIONAL,Appartement,79,5,,13203
5370,26,,BD,GEORGES CLEMENCEAU,Appartement,50,3,,13204
5371,58,,CRS,GOUFFE,Appartement,28,2,,13206
5372,9,,RUE,MARIUS THOUREY,Appartement,54,3,,13207
5373,9,,RUE,DE LA CROIX,Appartement,67,3,,13207
5374,6,,RUE,DES LICES,Appartement,37,1,,13207
5375,29,,IMP,DES FRENES,Appartement,43,2,,13210
5376,31,,RUE,D ORIENT,Appartement,40,2,,13210
5377,546,,BD,MIREILLE LAUZE,Appartement,53,2,,13211
5378,61,,RUE,DE L AUDIENCE,Appartement,40,2,,13211
5379,89,,CHE,DES JONQUILLES,Maison,73,4,,13213
5380,84,,AV,SAINT JEROME,Appartement,38,1,,13213
5381,24,,AV,COROT,Appartement,68,3,,13213
5382,92,,RUE,ALPHONSE DAUDET,Appartement,35,1,,13213
5383,46,,BD,KRAEMER,Appartement,60,3,,13214
5384,37,B,BD,SAINT JEAN DE DIEU,Appartement,49,2,,13214
5385,109,,MTE,DU PICHOU,Maison,34,2,,13216
5386,6,,RUE,THIERS,Appartement,80,3,,14220
5387,21,B,RUE,ARISTIDE RENAULT,Appartement,28,2,,14338
5388,9013,,,RTE DE TROUVILLE,Appartement,27,1,,14338
5389,77,,RUE,DES BAINS,Appartement,46,2,,14715
5390,32,,RUE,DU MANOIR,Appartement,35,2,,14715
5391,56,,RUE,DES MERCIERS,Appartement,70,3,,17300
5392,13,,RUE,ANDRE GABARET,Appartement,36,2,,17300
5393,34,,AV,DU GENERAL DE GAULLE,Appartement,46,2,,22113
5394,28,,PL,DE LA REPUBLIQUE,Appartement,90,3,,22206
5395,2,,RUE,DE POULDOURAN,Appartement,67,3,,22222
5396,1,,AV,ARISTIDE BRIAND,Appartement,25,1,,24037
5397,28,,RUE,TAILLEFER,Appartement,103,6,,24322
5398,5001,,RUE,DU MOULIN,Appartement,64,3,,24335
5399,14,,RUE,DU DOCTEUR ROUX,Appartement,48,2,,24547
5400,3,,AV,DE BOURGOGNE,Appartement,66,3,,25056
5401,1,,IMP,DU BELVEDERE,Appartement,42,1,,25307
5402,5,,RUE,NEUVE,Appartement,65,3,,25411
5403,6,,RUE,ANDREVON,Appartement,65,3,,26057
5404,10,,RUE,DE GILLIER,Maison,80,4,,26281
5405,11,,RUE,DU REFUGE,Appartement,52,2,,26362
5406,40,,RUE,DES FRERES MONTGOLFIER,Appartement,76,4,,26362
5407,2,,RUE,DU GEN CHARLES DELESTRAINT,Appartement,68,3,,28085
5408,13,,RUE,MAXIMILIEN RINGELMANN,Maison,74,3,,28085
5409,17,,IMP,ANDRE EVEN,Appartement,52,3,,29233
5410,5401,,VGE,DE TERRA BELLA,Appartement,34,2,,2A130
5411,29,,RUE,DU 9 SEPTEMBRE,Appartement,47,3,,2A249
5412,,,,EFFRICO,Appartement,52,2,,2A271
5413,5426,,RES,DU PARC 4,Appartement,46,2,,2A271
5414,5924,,,GIANZERRA,Appartement,20,1,,2A362
5415,101,,AV,DU LAURAGAIS,Appartement,42,2,,31113
5416,53,,AV,DE SOREZE,Appartement,20,1,,31451
5417,50,,BD,DE LA PLAGE,Appartement,24,1,,33005
5418,37,,AV,GENERAL DE GAULLE,Appartement,39,2,,33009
5419,57,,RUE,DUCHENNE,Appartement,34,1,,33009
5420,1,,AV,DU PORT,Appartement,43,2,,33011
5421,236,,AV,THIERS,Appartement,65,3,,33063
5422,7,,RUE,AMBROISE,Appartement,136,4,,33063
5423,3,,RUE,ANCIENS COMBATTANT AFRIQUE,Appartement,69,3,,33063
5424,20,,RUE,PIERRE CURIE,Appartement,40,2,,33063
5425,44,,RUE,RODRIGUE PEREIRE,Appartement,70,3,,33063
5426,6,,RUE,DE LA VILLE MIRMONT,Appartement,47,3,,33063
5427,28,,AV,ANDRE REINSON,Appartement,64,3,,33063
5428,145,,AV,CHARLES DE GAULLE,Appartement,57,3,,33075
5429,1827,,HAM,LA CHENAIE,Maison,85,3,1150,33214
5430,3,,CRS,MAL DE LATTRE DE TASSIGNY,Appartement,44,2,,33238
5431,62,,AV,DU MEDOC,Maison,106,3,,33297
5432,12,,ALL,DES TOURBIERES,Maison,64,3,,33312
5433,32,,RUE,SOCRATE,Appartement,65,3,,33318
5434,24,,BD,CHARCOT,Appartement,102,4,,33514
5435,106,,RTE,DES LACS,Appartement,66,3,,33514
5436,232,,RUE,DE SUZON,Appartement,22,1,,33522
5437,5,,IMP,DU GLOBE,Appartement,34,1,,34003
5438,9001,,RES,LES GEMEAUX,Appartement,18,1,,34023
5439,6,,RUE,DE LA MAIRIE,Appartement,40,2,,34247
5440,3,T,QUAI,CHARLES LEMARESQUIER,Appartement,148,4,,34301
5441,10,,RUE,DE LA REVOLUTION,Appartement,24,1,,34301
5442,2,,RUE,DE LA FONTAINE,Appartement,45,2,,34327
5443,14,A,RUE,DU PETIT MARAIS,Appartement,63,3,,35051
5444,15,B,RUE,DES LANDES,Appartement,36,2,,35055
5445,1,,BD,VILLEBOIS MAREUIL,Appartement,30,1,,35238
5446,1,,PAS,DU POIDS PUBLIC,Appartement,23,1,,35288
5447,1,,PAS,DU POIDS PUBLIC,Appartement,23,1,,35288
5448,1,,PAS,DU POIDS PUBLIC,Appartement,33,2,,35288
5449,1,,PAS,DU POIDS PUBLIC,Appartement,20,1,,35288
5450,21,,RUE,RABELAIS,Appartement,63,3,,37122
5451,97,B,RUE,CHARLES MICHELS,Appartement,68,3,,38169
5452,23,B,RUE,RAVIER PIQUET,Appartement,57,2,,38185
5453,16,,RUE,DOCTEUR GREFFIER,Appartement,107,4,,38185
5454,635,,RUE,93 EME RAM,Appartement,22,2,,38191
5455,141,,RTE,DE GRENOBLE,Appartement,37,2,,38225
5456,18,,RUE,DU CHARMANT SOM,Appartement,98,5,,38382
5457,47,,RUE,BIESSE,Maison,71,4,,38416
5458,47,,RUE,BIESSE,Maison,71,4,,38416
5459,364,,RUE,DU HUIT MAI 1945,Appartement,41,2,,38562
5460,180,,RUE,DES TCHICOYS,Appartement,39,2,,40046
5461,123,,RUE,DES MULETIERS,Maison,46,2,,40046
5462,71,,RUE,DU CAPITAINE NEMO,Appartement,68,3,,40046
5463,37,,RES,LE TRIANGLE,Appartement,22,1,,40065
5464,,,HAM,LE BOSQUET AUX ECUREUILS I,Appartement,42,1,,40065
5465,20,,RUE,DES MARSOUINS,Appartement,34,2,,40065
5466,7,,RUE,DES PENITENTS,Appartement,20,1,,40088
5467,54,,RUE,LABADIE,Appartement,52,2,,40088
5468,61,,AV,DE L AERODROME,Appartement,60,3,,40088
5469,23,,RUE,BERTRANOTTE,Appartement,48,2,,40088
5470,12,,AV,CHAMBRELENT,Maison,48,3,54,40296
5471,1055,G,RES,L'ARRAYADE II,Appartement,33,2,,40328
5472,1,,RES,DE L ESTACADE,Appartement,30,2,,40328
5473,7,,AV,ELTVILLE,Appartement,23,1,,41151
5474,50,,AV,DE LA LIBERATION,Appartement,67,2,,42071
5475,285,,AV,DU PONT,Appartement,34,2,,42149
5476,1,A,RUE,DE MONTORCIER,Appartement,37,1,,42204
5477,20,,RUE,FRANCOIS GILLET,Appartement,85,4,,42207
